dataset,new,last,full,chain-thaw
SE0714,0.219674755376,0.345744841324,0.304172821693,0.301443598501
Olympic,0.417418789368,0.554395013966,0.533234375815,0.545902329378
PsychExp,0.30868539988,0.39867321081,0.40813132506,0.41631315227
